site;sloc;walk;date;time;floden;gpsnorth;gpssouth;temp;hum;win;vegspecies;vegfamily;butterfly;occ
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:43:00;0.02;-37.8138;144.9763;23.6;68.1;0.5;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:55:00;0.05;-37.8136;144.9763;24.7;64.7;0;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;11:03:00;0.07;-37.8136;144.9763;24.9;65.8;0.5;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/9/2017;14:23:00;0.11;-37.8135;144.9763;31.2;34.2;1.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/9/2017;14:25:00;0.11;-37.8134;144.9761;31;33.8;0.8;Asteraceae 1;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:01:00;0.62;-37.8138;144.976;23.4;50.8;0.8;Heleborus sp.;Rununculaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:31:00;1.33;-37.8139;144.9764;24.1;41.6;0.4;Kalanchoe sp.;Crassulaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:44:00;0.89;-37.8137;144.9764;25.5;37.7;0.9;Kalanchoe sp.;Crassulaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:01:00;1.11;-37.8136;144.9764;25.8;43.2;0.4;Kalanchoe sp.;Crassulaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:57:00;0.02;-37.8136;144.9764;25.8;42.9;0.4;Lagerstraemia medica;Lythraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;9:45:00;61.11;-37.8136;144.976;22.7;56.1;0.4;Nandina domestica;Berberidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:45:00;20;-37.8135;144.9765;28.6;40.7;0.4;Nandina domestica;Berberidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/9/2017;14:38:00;93.75;-37.8136;144.9757;31.4;41.4;0.7;Oxalis sp.;Oxalidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:16:00;16;-37.8138;144.9764;26.5;39.2;0.7;Salvia sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:30:00;10;-37.8137;144.9767;27.9;35.7;1.1;Salvia sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:14:00;0.05;-37.8139;144.9755;22.4;73.8;0.5;Salvia sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:58:00;0;-37.8132;144.9763;29.4;34.5;0.8;Strelitzia reginae;Strelitziaeae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:31:00;0;-37.8139;144.9764;23;66.9;0.7;Strelitzia reginae;Strelitziaeae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;11:28:00;0.06;-37.8136;144.9765;28.8;65.5;0.9;Viburnum sp.;Adoxaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;13:45:00;8.57;-37.8148;144.9751;24.3;43.7;1.6;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;3/11/2017;11:45:00;4.86;-37.8135;144.975;28.4;53.1;0.6;Bellis perennis;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;14:16:00;4.69;-37.8151;144.9753;22.8;46;0.9;Brachychitron acerifolius;Malvaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;12:30:00;0.02;-37.8134;144.975;30.3;31.9;1.2;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;3/11/2017;11:34:00;0.06;-37.8134;144.9747;29.1;51.7;0.7;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;12:45:00;0.04;-37.8139;144.9748;28.2;36;1.4;Dietes sp.;Iridaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;12:15:00;0.1;-37.8133;144.9764;31.2;31.9;1.4;Lagunaria sp. ;Malvaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;13:22:00;0.02;-37.8149;144.9749;25.1;40.5;1.2;Lagunaria sp. ;Malvaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;12:59:00;187.5;-37.8138;144.9748;26.1;39.4;1.8;Schinus molle;Anacardiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;13:57:00;2;-37.8145;144.975;24.2;42.8;1.5;Stachys byzantina;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;1;2;3/11/2017;12:06:00;0.56;-37.8146;144.9749;27.3;56.6;1.3;Viburnum sp.;Adoxaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:03:00;6.67;-37.8137;144.9787;31.2;49.5;0.4;Angelonia augustifolia;Plantaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:55:00;16.53;-37.8139;144.9786;28.5;55.6;1.2;Angelonia augustifolia;Plantaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;2/1/2017;15:31:00;0.16;-37.8148;144.979;23.8;48.8;1.2;Asteraceae 1;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;2/1/2017;14:47:00;0.04;-37.8148;144.9793;23.4;43.6;1.3;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;2/1/2017;15:09:00;0.03;-37.8146;144.9792;24.4;43.3;0.7;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:03:00;0.06;-37.815;144.9792;28.5;56.3;0.9;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:24:00;0.06;-37.8149;144.9796;29.3;59.5;1.8;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:42:00;0.06;-37.8146;144.9789;30.2;54.9;0;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;14:24:00;0.5;-37.8144;144.9785;30.8;51.8;0.8;Chlorophytum comosum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:46:00;5;-37.8142;144.9787;28.3;56.3;1;Dianthus barbatus;Caryophyllaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;16:00:00;3.75;-37.8146;144.9788;29.3;54.4;1.2;Dianthus barbatus;Caryophyllaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:06:00;0.19;-37.8137;144.9787;31.2;49.5;0.4;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:08:00;0.17;-37.8137;144.9787;31.2;49.5;0.4;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:27:00;0.13;-37.8139;144.9786;31;52.2;0.7;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:22:00;1;-37.8146;144.9791;30.5;56.6;0.7;Limanium peregrinium;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;2/1/2017;15:35:00;0.04;-37.8148;144.979;22;53;1;Liriope muscari;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:28:00;1.36;-37.8149;144.9791;29.4;55.4;0.8;Liriope muscari;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:00:00;0.6;-37.8137;144.9787;31.2;49.5;0.4;Petunia sp.;Solanaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;15:32:00;0.42;-37.8139;144.9785;29.4;53.5;1.3;Petunia sp.;Solanaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;2/1/2017;15:04:00;0.03;-37.8146;144.9792;24.4;43.3;0.7;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;2/1/2017;15:26:00;4.75;-37.8145;144.979;24.5;46.9;1.6;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:30:00;1.85;-37.8149;144.9791;30.9;50.6;0.8;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;13:44:00;5.86;-37.8146;144.9793;29.6;60.4;0.5;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;1;3/11/2017;14:21:00;1.23;-37.8148;144.9788;30.5;51.1;0;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;9:46:00;0.31;-37.8144;144.9793;24;51.4;0.5;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;10:50:00;7.41;-37.8139;144.9786;23.6;57.3;0;Angelonia augustifolia;Plantaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;11:13:00;8.64;-37.8138;144.9782;30;37.8;0;Angelonia augustifolia;Plantaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;9:31:00;4.35;-37.8147;144.9792;23.3;54.3;0.6;Begonia sp.;Begoniaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;3/2/2017;10:07:00;0.03;-37.8141;144.9791;21.5;54.5;2.2;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;9:51:00;1.44;-37.8152;144.9793;22.1;61.3;1.3;Clivia miniata;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;11:41:00;3;-37.8153;144.9779;32.5;32.4;1.3;Craspedia sp. ;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;11:27:00;0.12;-37.8142;144.9783;31.6;37.7;0.9;Dianthus barbatus;Caryophyllaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;12:11:00;0.14;-37.8142;144.9785;31.2;34.2;0.8;Dianthus barbatus;Caryophyllaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;11:09:00;0.56;-37.8138;144.9785;27.8;44;0;Petunia sp.;Solanaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;11:47:00;9.26;-37.8143;144.9784;24.9;45;0.6;Phyla canescens;Verbenaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;10:32:00;0.57;-37.8138;144.9788;22.1;53.3;0;Viola tricolor;Violaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;10:47:00;0.52;-37.8139;144.9785;23.4;50.6;0.8;Viola tricolor;Violaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;2;2/3/2017;11:44:00;0.83;-37.8146;144.9781;26.6;45.8;0.4;Viola tricolor;Violaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;3;2/3/2017;13:12:00;2.08;-37.815;144.9794;32.5;38.5;1;Trachelospermum jasminoides;Apocynaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;4;2/3/2017;13:37:00;32;-37.8147;144.9803;31.3;34.8;0.9;Oxalis sp.;Oxalidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;2;4;2/3/2017;13:33:00;3.11;-37.8148;144.9802;33.4;32.4;1.6;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;15:25:00;6.67;-37.814;144.9812;31.2;36.3;1.7;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;10:40:00;17.36;-37.814;144.9811;27.8;47.8;0.4;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;12:10:00;11.11;-37.8137;144.9814;27.7;51.6;0.7;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;14:58:00;3.33;-37.814;144.9815;33.6;36.2;1.3;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;16:22:00;1.25;-37.8141;144.9817;21.1;52.9;0.7;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;12:17:00;0.06;-37.814;144.9813;27.9;42.3;0.5;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;15:44:00;0.02;-37.8138;144.9818;35.5;41.3;1.3;Anthropodium cirratum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;16:07:00;1.14;-37.8138;144.9813;21.7;55.1;1.6;Anthropodium cirratum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;14:13:00;0.64;-37.814;144.9813;31.4;41.3;1.4;Begonia sp.;Begoniaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;15:40:00;0.38;-37.8139;144.9811;34.2;41.4;0.8;Begonia sp.;Begoniaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;10:21:00;0.06;-37.8143;144.9814;24.4;60.6;0.4;Begonia sp.;Begoniaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;12:12:00;0.04;-37.814;144.9813;27.8;44.4;0.9;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;16:51:00;0.95;-37.814;144.9815;20.5;56.9;0.8;Chlorophytum comosum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;16:25:00;0.02;-37.8141;144.9817;20.9;55.5;0.5;Clivia miniata;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:31:00;0.02;-37.8139;144.9812;32.5;39.5;1;Dietes sp.;Iridaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:51:00;3.43;-37.8139;144.9813;30;38.6;2.5;Erythrina herbaceae;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;15:48:00;0.01;-37.8139;144.9812;22.1;50.6;0.8;Hydrangea sp.;Hydrangeaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;16:04:00;0.01;-37.8138;144.9808;22.2;54.5;0.4;Hydrangea sp.;Hydrangeaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:28:00;0.01;-37.8139;144.9812;28.1;50.8;1.4;Hydrangea sp.;Hydrangeaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:54:00;0.01;-37.8139;144.9814;28.5;43;0.8;Hydrangea sp.;Hydrangeaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;15:51:00;1.19;-37.8139;144.9812;21.6;52.6;0.4;Lagerstraemia sp. ;Lythraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:13:00;0.03;-37.8139;144.981;29;42;1.6;Lagerstraemia sp. ;Lythraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/1/2017;15:12:00;0.01;-37.8146;144.9792;24.4;43.3;0.7;Limanium peregrinium;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;14:18:00;25;-37.814;144.9815;29.5;52.4;1.5;Oxalis sp.;Oxalidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/11/2017;10:49:00;0.01;-37.8138;144.9764;23.9;65.3;0.4;Strelitzia reginae;Strelitziaeae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/3/2017;14:32:00;1.33;-37.8139;144.9814;35;38.3;1.3;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:06:00;2.22;-37.8139;144.981;29.7;45.4;0.9;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;3/9/2017;11:48:00;1.85;-37.8139;144.9813;32.8;36.6;0.5;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;1;2/6/2017;16:40:00;16.89;-37.8139;144.9815;20.7;56.8;1.4;Viburnum sp.;Adoxaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;17:41:00;0.05;-37.8136;144.9819;20.5;51.7;0.5;Clivia miniata;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;18:08:00;1.38;-37.814;144.981;19.8;51.4;0.9;Lagerstraemia sp. ;Lythraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;17:21:00;144.44;-37.8147;144.982;20.3;51.8;0.5;Ligustrum sp.;Oleaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;17:49:00;11.25;-37.8144;144.9826;20.5;49.5;0.6;Phyla canescens;Verbenaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;18:05:00;5;-37.8137;144.9821;20.3;50.7;1.6;Phyla canescens;Verbenaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;3/9/2017;12:39:00;12.47;-37.8137;144.9818;35.5;41.3;0.8;Phyla canescens;Verbenaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;17:44:00;0.08;-37.8136;144.9819;20.4;48.2;1.1;Tagetes sp.;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;2/6/2017;18:02:00;0.05;-37.8137;144.9821;20.2;51.1;0.4;Tagetes sp.;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;3;2;3/9/2017;12:34:00;0.08;-37.8138;144.9818;28.6;44.7;1.1;Tagetes sp.;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;16:13:00;0.69;-37.8118;144.7973;27.8;66;1.8;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;16:16:00;1;-37.8118;144.9795;28.7;64.5;1.6;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;16:22:00;2.22;-37.812;144.978;26.5;67.5;1.5;Bellis perennis;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;3/8/2017;10:52:00;4.86;-37.8107;144.9806;25.6;54.1;1.8;Bellis perennis;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;15:11:00;0.25;-37.8119;144.9799;34.8;50.4;0.7;Chlorophytum comosum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;15:54:00;0.38;-37.8121;144.9798;30;61.8;0.5;Chlorophytum comosum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;15:40:00;1.27;-37.812;144.98;31.1;56.6;1.1;Clematis tenifolia;Ranunculaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;2/9/2017;16:19:00;1.38;-37.8118;144.9794;26.6;68;2.3;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;1;3/8/2017;22:38:00;3.09;-37.8106;144.98;24;58.8;0.5;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;11:00:00;4.17;-37.8116;144.9814;25.1;51.7;0.6;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;15:45:00;1;-37.8115;144.982;32.3;39.7;1.4;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;15:53:00;0.6;-37.8114;144.9823;29.5;42.4;1.3;Begonia sp.;Begoniaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;11:30:00;0.22;-37.8116;144.9814;25.8;62.8;0.4;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;14:08:00;0.08;-37.8115;144.9815;28;49.1;0.6;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;17:23:00;0.02;-37.8115;144.983;31.3;35.1;3.5;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;11:56:00;20.83;-37.8115;144.9815;26.7;53;0.9;Plectranthus sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;17:26:00;0.44;-37.8115;144.9828;30.9;41.1;0.8;Rosa sp.;Rosaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;14:30:00;40;-37.8115;144.9818;28.4;52.1;0.5;Salvia sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;2;3/8/2017;16:20:00;140;-37.8116;144.9824;29.3;42.5;1.2;Salvia sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;3;3/8/2017;17:57:00;0.45;-37.8117;144.9798;29.2;41.3;0.6;Chlorophytum comosum;Asparagaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;3;3/8/2017;18:16:00;3.63;-37.812;144.9799;27.5;45.8;0.7;Clematis tenifolia;Ranunculaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;4;3;3/8/2017;18:22:00;0.19;-37.812;144.9799;27.2;37;0.7;Clivia miniata;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;3/11/2017;16:23:00;10.22;-37.8139;144.9796;27.2;60.1;1.4;Abelia grandifolia;Caprifoliaceae ;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;3/11/2017;16:27:00;0.94;-37.8141;144.9795;25.1;63.9;2.8;Agapanthus praecox;Amaryllidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;3/11/2017;16:46:00;0.06;-37.814;144.9792;24.9;68.1;1.4;Canna generalis;Cannaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;2/9/2017;13:04:00;25;-37.8139;144.9793;34;48.5;2;Oxalis sp.;Oxalidaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;3/11/2017;16:16:00;25;-37.8138;144.9792;28.6;54.6;1.8;Plectranthus sp.;Lamiaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;2/9/2017;12:56:00;1.23;-37.814;144.9793;34.7;49.5;0.6;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;1;2/9/2017;13:18:00;20;-37.8141;144.9794;34.8;49.6;8;Viburnum sp.;Adoxaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;2;2/9/2017;13:44:00;0.89;-37.8137;144.9792;33.6;52.8;0.9;Bellis perennis;Asteraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;2;2/9/2017;14:03:00;0.01;-37.8145;144.9794;35.5;51.4;1.1;Lagerstraemia sp. ;Lythraceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;2;2/9/2017;14:42:00;12;-37.8143;144.979;35.4;46.3;1.6;Medicago polymorpha;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;2;2/9/2017;13:40:00;2.78;-37.8138;144.9794;34.3;48.5;1.4;Trifolium repens;Fabaceae;Vanessa itea;0
Fitzroy-Treasury Gardens;5;2;2/9/2017;13:59:00;1.85;-37.8136;144.9799;35.2;48.8;1.3;Trifolium repens;Fabaceae;Vanessa itea;0
Gardiner Reserve;1;1;1/21/2017;15:03:00;4;-37.7986;144.9441;28.6;36.9;2;Schinus molle;Anacardiaceae;Vanessa itea;0
Gardiner Reserve;1;1;2/15/2017;16:30:00;93.75;-37.7987;144.944;34.3;21.6;1.1;Schinus molle;Anacardiaceae;Vanessa itea;0
Gardiner Reserve;1;1;2/15/2017;16:33:00;0.31;-37.7987;144.944;34.9;19.8;1.6;Trifolium repens;Fabaceae;Vanessa itea;0
Gardiner Reserve;1;2;1/21/2017;15:54:00;0.35;-37.7995;144.9436;26.2;41.6;0.8;Bellis perennis;Asteraceae;Vanessa itea;0
Gardiner Reserve;1;2;2/15/2017;16:51:00;0.44;-37.7994;144.9438;34.5;23.3;1.9;Bellis perennis;Asteraceae;Vanessa itea;0
Gardiner Reserve;1;2;1/21/2017;15:24:00;0.75;-37.7992;144.944;29.4;35.6;1.4;Trifolium repens;Fabaceae;Vanessa itea;0
Gardiner Reserve;1;2;1/21/2017;15:39:00;1.23;-37.7995;144.944;29.1;35.5;2.1;Trifolium repens;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;1/15/2017;17:16:00;0.11;-37.7792;144.9418;21.5;49.5;2.3;Asteraceae 1;Asteraceae;Vanessa itea;0
Garrard Street Reserve;1;1;2/16/2017;11:56:00;#VALUE!;-37.7788;144.9423;25.7;53.3;1.4;Asteraceae 1;Asteraceae;Vanessa itea;0
Garrard Street Reserve;1;1;2/16/2017;12:08:00;0.38;-37.7793;144.9423;26.4;52.5;0.7;Asteraceae 1;Asteraceae;Vanessa itea;0
Garrard Street Reserve;1;1;2/16/2017;11:35:00;0.32;-37.779;144.9417;25.6;50.8;0.9;Hypericum calycinium;Hypericaceae;Vanessa itea;0
Garrard Street Reserve;1;1;1/15/2017;17:09:00;17.19;-37.7792;144.9419;21.8;51.6;2.1;Lotus corniculatus;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;1/15/2017;17:06:00;24000;-37.7791;144.9418;23.8;44.9;1.6;Medicago lupulina;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;2/16/2017;11:17:00;55.56;-37.7794;144.942;26.6;50.9;1.2;Medicago lupulina;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;1/15/2017;16:50:00;5.5;-37.7791;144.9418;26.9;39.1;1.4;Trifolium repens;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;1/15/2017;17:33:00;5;-37.7792;144.9423;23.2;48.8;1.8;Trifolium repens;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;2/16/2017;11:12:00;1.85;-37.7791;144.9419;26.2;52.3;0;Trifolium repens;Fabaceae;Vanessa itea;0
Garrard Street Reserve;1;1;2/16/2017;11:31:00;1.85;-37.779;144.9417;25.3;53.4;0;Trifolium repens;Fabaceae;Vanessa itea;0
Lincoln Square;1;1;1/16/2017;16:20:00;6.12;-37.8024;144.9639;29.7;41.1;1.3;Anagallis arvensis;Primulaceae;Vanessa itea;0
Lincoln Square;1;1;1/16/2017;15:53:00;1.54;-37.8019;144.9632;28.3;53.5;1.4;Bellis perennis;Asteraceae;Vanessa itea;0
