"site";"vegspecies";"buggroup";"family";"species";"size";"functional.group"
"Women's Peace Gardens";"Rosmarinus officinalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Salvia leucantha";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Salvia leucantha";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Salvia leucantha";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Salvia leucantha";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Salvia leucantha";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Stachys byzantina";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Fraxinus angustifolia";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Olea europaea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Aloysia citrodora";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Aloysia citrodora";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Aloysia citrodora";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Acacia acinacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Acacia cognata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Acacia cognata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Acacia cognata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia implexa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia implexa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia implexa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia implexa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia mearnsii";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia mearnsii";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia mearnsii";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Acacia mearnsii";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Acacia mearnsii";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Acacia melanoxylon";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Acacia melanoxylon";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia verniciflua";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Acacia verniciflua";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Dillwynia sp.";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Allocasuarina verticillata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Allocasuarina verticillata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Allocasuarina verticillata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Allocasuarina verticillata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Corymbia maculata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Corymbia maculata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Corymbia maculata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Corymbia maculata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Eucalyptus camaldulensis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Eucalyptus camaldulensis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Eucalyptus camaldulensis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Eucalyptus sideroxylon";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Eucalyptus sideroxylon";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Eucalyptus tricarpa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Eucalyptus tricarpa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Kunzea leptospermoides";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Kunzea leptospermoides";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Kunzea leptospermoides";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Kunzea leptospermoides";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Melaleuca lanceolata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Melaleuca lanceolata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Correa glabra";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Correa glabra";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Correa glabra";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Correa glabra";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Correa glabra";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Correa reflexa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Correa reflexa";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Garrard Street Reserve";"Angophora costata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Garrard Street Reserve";"Angophora costata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Lophostemon confertus";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Lophostemon confertus";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Lophostemon confertus";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca armillaris";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca armillaris";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca armillaris";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Melaleuca nesophila";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Melaleuca nesophila";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Melaleuca nesophila";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Westgate Park";"Melaleuca nesophila";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Melaleuca styphelioides";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Melaleuca styphelioides";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Melaleuca viminalis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Lincoln Square";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Lincoln Square";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Ficus macrophylla";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Cercis canadensis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Erythrina herbacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Erythrina herbacea";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Quercus bicolor";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Quercus bicolor";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Quercus robur";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Quercus robur";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Carlton Gardens South";"Quercus robur";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"State Library of Victoria";"Euphorbia characias";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"State Library of Victoria";"Euphorbia characias";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Cistus sp.";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Cistus sp.";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Lincoln Square";"Tilia cordata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Lincoln Square";"Tilia cordata";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"State Library of Victoria";"Celtis australis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"State Library of Victoria";"Celtis australis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"State Library of Victoria";"Celtis australis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"State Library of Victoria";"Celtis australis";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Pyrus calleryana";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Argyle Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Murchinson Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Murchinson Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Princes Park";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"University Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"University Square";"Ulmus procera";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Canning/Neil Street Reserve";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Canning/Neil Street Reserve";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Pleasance Gardens";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Women's Peace Gardens";"Schinus molle";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Royal Park";"Calodendrum capense ";"Beetles";"Latriidae";"Cortinicara sp.1";1;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon10";"Beetles";"Scarabaeidae";"Heteronychus arator";13;"Herbivore"
"Royal Park";"Correa glabra";"Beetles";"Silvnidae";"Cryptamorpha sp. 1 ";3;"Herbivore"
"Garrard Street Reserve";"Angophora costata";"Beetles";"Silvnidae";"Cryptamorpha sp. 1 ";3;"Herbivore"
"Princes Park";"Poa labillardierei";"Beetles";"Tenebrionidae";"Ecnolagria sp. 1";12;"Herbivore"
"Princes Park";"Rhagodia parabolica";"Beetles";"Tenebrionidae";"Ecnolagria sp. 1";12;"Herbivore"
"Royal Park";"Eucalyptus camaldulensis";"Beetles";"Tenebrionidae";"Ecnolagria sp. 1";12;"Herbivore"
"Royal Park";"Eucalyptus camaldulensis";"Beetles";"Tenebrionidae";"Ecnolagria sp. 1";12;"Herbivore"
"Westgate Park";"Hakea sp.";"Beetles";"Tenebrionidae";"Nocar depressiusculus ";8,5;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Westgate Park";"Themeda triandra";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Westgate Park";"Themeda triandra";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Fitzroy-Treasury Gardens";"Carex flagellifera";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Royal Park";"Cynodon dactylon24";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Royal Park";"Cynodon dactylon25";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Royal Park";"Cynodon dactylon30";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Westgate Park";"Cynodon dactylon36";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Westgate Park";"Enchylaena tomentosa";"Flies";"Agromyzidae";"Agromyzidae 1";4;"Herbivore"
"Royal Park";"Poa labillardierei";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Cynodon dactylon07";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Lincoln Square";"Cynodon dactylon14";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Lincoln Square";"Cynodon dactylon14";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Princes Park";"Cynodon dactylon18";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Cynodon dactylon31";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"University Square";"Cynodon dactylon35";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Carlton Gardens South";"Strelitzia reginae";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Westgate Park";"Duma florulenta";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"State Library of Victoria";"Artemisia arborescens";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"State Library of Victoria";"Artemisia arborescens";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Argyle Square";"Salvia leucantha";"Flies";"Agromyzidae";"Agromyzidae 2";2;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Agromyzidae";"Agromyzidae 3";2;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Agromyzidae";"Agromyzidae 3";2;"Herbivore"
"Royal Park";"Cynodon dactylon31";"Flies";"Agromyzidae";"Agromyzidae 3";2;"Herbivore"
"Carlton Gardens South";"Aloysia citrodora";"Flies";"Agromyzidae";"Agromyzidae 3";2;"Herbivore"
"Royal Park";"Acacia acinacea";"Flies";"Agromyzidae";"Agromyzidae 3";2;"Herbivore"
"Royal Park";"Corymbia maculata";"Flies";"Agromyzidae";"Agromyzidae 3";2;"Herbivore"
"Princes Park";"Buxus sp.";"Flies";"Agromyzidae";"Agromyzidae 4";4;"Herbivore"
"Princes Park";"Poa labillardierei";"Flies";"Agromyzidae";"Agromyzidae 4";4;"Herbivore"
"Princes Park";"Poa labillardierei";"Flies";"Agromyzidae";"Agromyzidae 4";4;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Flies";"Agromyzidae";"Agromyzidae 4";4;"Herbivore"
"Royal Park";"Avena barbata";"Flies";"Agromyzidae";"Agromyzidae 4";4;"Herbivore"
"Royal Park";"Poa labillardierei";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Westgate Park";"Poa labillardierei";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Fitzroy-Treasury Gardens";"Carex flagellifera";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Women's Peace Gardens";"Santolina chamaecyparissus";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Women's Peace Gardens";"Santolina chamaecyparissus";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Acacia acinacea";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Acacia acinacea";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Acacia acinacea";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Acacia acinacea";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Acacia mearnsii";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Royal Park";"Melaleuca armillaris";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Women's Peace Gardens";"Schinus molle";"Flies";"Tephritidae";"Tephritidae 1";3;"Herbivore"
"Women's Peace Gardens";"Schinus molle";"Flies";"Tephritidae";"Tephritidae 2";2;"Herbivore"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Flies";"Tephritidae";"Tephritidae 3";4,5;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Tephritidae";"Tephritidae 4";2,5;"Herbivore"
"Fitzroy-Treasury Gardens";"Argyranthemum sp.";"Flies";"Tephritidae";"Tephritidae 4";2,5;"Herbivore"
"Royal Park";"Themeda triandra";"Flies";"Tephritidae";"Tephritidae 5";4;"Herbivore"
"Royal Park";"Acacia mearnsii";"Flies";"Tephritidae";"Tephritidae 6";9;"Herbivore"
"Women's Peace Gardens";"Rosmarinus officinalis";"Flies";"Tephritidae";"Tephritidae 7";8;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Flies";"Tephritidae";"Tephritidae 8";2;"Herbivore"
"Royal Park";"Bursaria spinosa";"Flies";"Tephritidae";"Tephritidae 8";2;"Herbivore"
"Royal Park";"Rhagodia parabolica";"Flies";"Tephritidae";"Tephritidae 8";2;"Herbivore"
"Royal Park";"Cassinia arcuata";"Flies";"Tephritidae";"Tephritidae 8";2;"Herbivore"
"Canning/Neil Street Reserve";"Schinus molle";"Flies";"Tephritidae";"Tephritidae 8";2;"Herbivore"
"Royal Park";"Dichanthium sericeum";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Westgate Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Westgate Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Westgate Park";"Poa labillardierei";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Royal Park";"Rytidosperma sp.";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Westgate Park";"Rytidosperma sp.";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Westgate Park";"Rytidosperma sp.";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Lomandra longifolia";"Heteropteran bugs";"Alydidae";"Mutusca brevicornis";14;"Herbivore"
"Princes Park";"Lophostemon confertus";"Heteropteran bugs";"Artheneidae";"Dilompus sp. 1";3;"Herbivore"
"Princes Park";"Lophostemon confertus";"Heteropteran bugs";"Artheneidae";"Dilompus sp. 1";3;"Herbivore"
"Princes Park";"Poa labillardierei";"Heteropteran bugs";"Blissidae";"Heinsius sp. 1";6;"Herbivore"
