"site";"interaction_type";"species";"species_functional_group";"metric";"value"
"Canning/Neil Street Reserve";"Herbivory";"Tephritidae 8";"Herbivore";"d";0
"Canning/Neil Street Reserve";"Herbivory";"Tephritidae 8";"Herbivore";"betweenness";0
"Canning/Neil Street Reserve";"Herbivory";"Tephritidae 8";"Herbivore";"weighted.betweenness";0
"Canning/Neil Street Reserve";"Herbivory";"Tephritidae 8";"Herbivore";"closeness";0,2
"Canning/Neil Street Reserve";"Herbivory";"Tephritidae 8";"Herbivore";"weighted.closeness";0,208333333333333
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"species.strength";0,25
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"d";0
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"closeness";0,166666666666667
"Carlton Gardens South";"Pollination";"Agapanthus praecox";"Plant";"weighted.closeness";0,3
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"species.strength";0,125
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"d";0
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"closeness";0,166666666666667
"Carlton Gardens South";"Pollination";"Canna indica";"Plant";"weighted.closeness";0,15
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"species.strength";1
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"d";1
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"closeness";0
"Carlton Gardens South";"Pollination";"Cynodon dactylon04";"Plant";"weighted.closeness";0
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"species.strength";0,125
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"d";0
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"closeness";0,166666666666667
"Carlton Gardens South";"Pollination";"Echium candicans";"Plant";"weighted.closeness";0,15
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"species.strength";0,125
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"d";0
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"closeness";0,166666666666667
"Carlton Gardens South";"Pollination";"Lavandula sp.";"Plant";"weighted.closeness";0,15
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"species.strength";0,125
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"d";0
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"closeness";0,166666666666667
"Carlton Gardens South";"Pollination";"Salvia leucantha";"Plant";"weighted.closeness";0,15
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"normalised.degree";0,25
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"species.strength";0,25
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"d";0
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"closeness";0,166666666666667
"Carlton Gardens South";"Pollination";"Stachys byzantina";"Plant";"weighted.closeness";0,3
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"normalised.degree";0,5
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"species.strength";2
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"d";1
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"betweenness";0
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"closeness";0
"Carlton Gardens South";"Pollination";"Strelitzia reginae";"Plant";"weighted.closeness";0
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"normalised.degree";0,75
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"species.strength";6
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"d";1
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"betweenness";0
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"closeness";0
"Carlton Gardens South";"Pollination";"Apis mellifera";"Pollinator";"weighted.closeness";0
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"normalised.degree";0,125
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"species.strength";1
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"d";1
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"betweenness";0
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"closeness";0
"Carlton Gardens South";"Pollination";"Syrphidae 1";"Pollinator";"weighted.closeness";0
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"normalised.degree";0,125
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"species.strength";0,5
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"d";0
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"betweenness";0
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"closeness";0,5
"Carlton Gardens South";"Pollination";"Colletidae 1";"Pollinator";"weighted.closeness";1
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"normalised.degree";0,125
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"species.strength";0,5
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"d";0
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"betweenness";0
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"weighted.betweenness";0
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"closeness";0,5
"Carlton Gardens South";"Pollination";"Homalictus bisbanensis";"Pollinator";"weighted.closeness";1
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"normalised.degree";0,0882352941176471
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"species.strength";0,429937106918239
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"d";0,144689574004294
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Acanthus mollis";"Plant";"weighted.closeness";0,0453466323008332
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"normalised.degree";0,147058823529412
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"species.strength";1,41356693620845
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"d";0,0949622543388185
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"weighted.betweenness";0,379310344827586
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Agapanthus praecox";"Plant";"weighted.closeness";0,0889787933271346
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"normalised.degree";0,176470588235294
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"species.strength";2,95660377358491
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"d";0,367488305073358
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"betweenness";0
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"closeness";0,0451541850220264
"Carlton Gardens South";"Herbivory";"Aloysia citrodora";"Plant";"weighted.closeness";0,0430551801366954
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"normalised.degree";0,205882352941176
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"species.strength";3,74249775381851
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"d";0,373219675461344
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"betweenness";0
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"closeness";0,0451541850220264
"Carlton Gardens South";"Herbivory";"Argyranthemum sp.";"Plant";"weighted.closeness";0,0458295635426458
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"normalised.degree";0,0882352941176471
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"species.strength";1,09660377358491
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"d";0,217347805878316
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Aucuba japonica";"Plant";"weighted.closeness";0,044111029240865
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"normalised.degree";0,117647058823529
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"species.strength";0,327259658580413
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"d";0,0424951762525628
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Canna generalis";"Plant";"weighted.closeness";0,0560996208513773
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"normalised.degree";0,147058823529412
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"species.strength";2,14916442048518
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"d";0,277562041761232
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Canna indica";"Plant";"weighted.closeness";0,0391032553898489
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"normalised.degree";0,117647058823529
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"species.strength";2,1177358490566
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"d";0,324501965070777
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Cynodon dactylon04";"Plant";"weighted.closeness";0,0421653274470657
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"normalised.degree";0,147058823529412
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"species.strength";1,42029649595687
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"d";0,313801786190034
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Cynodon dactylon05";"Plant";"weighted.closeness";0,0427781387915923
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"normalised.degree";0,0882352941176471
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"species.strength";1,33
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"d";0,486470142723727
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"betweenness";0
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"closeness";0,0374449339207048
"Carlton Gardens South";"Herbivory";"Cynodon dactylon06";"Plant";"weighted.closeness";0,0296860130410049
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"normalised.degree";0,117647058823529
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"species.strength";0,856424079065588
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"d";0,173145102461244
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"betweenness";0
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"weighted.betweenness";0,0103448275862069
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"closeness";0,0451541850220264
"Carlton Gardens South";"Herbivory";"Echium candicans";"Plant";"weighted.closeness";0,0667446161498668
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"normalised.degree";0,0882352941176471
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"species.strength";1,0588679245283
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"d";0,273617315254639
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Ficus macrophylla";"Plant";"weighted.closeness";0,0231620196833328
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"normalised.degree";0,0588235294117647
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"species.strength";0,117735849056604
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"d";0,0742268731788087
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Iris albicans";"Plant";"weighted.closeness";0,0421653274470657
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"normalised.degree";0,0882352941176471
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"species.strength";1,0777358490566
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"d";0,220409166117112
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"betweenness";0,0769230769230769
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"closeness";0,0462555066079295
"Carlton Gardens South";"Herbivory";"Kniphofia sp.";"Plant";"weighted.closeness";0,0331102203388654
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"normalised.degree";0,0588235294117647
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"species.strength";0,128032345013477
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"d";0,102277513642908
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"betweenness";0
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"closeness";0,0451541850220264
"Carlton Gardens South";"Herbivory";"Lavandula sp.";"Plant";"weighted.closeness";0,0423789207628206
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"normalised.degree";0,0294117647058824
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"species.strength";0,0377358490566038
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"d";0,088310399136058
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"betweenness";0
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"weighted.betweenness";0
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"closeness";0,0451541850220264
"Carlton Gardens South";"Herbivory";"Platanus acerifolia";"Plant";"weighted.closeness";0,0252161179616783
"Carlton Gardens South";"Herbivory";"Plectranthus argentatus";"Plant";"normalised.degree";0,0588235294117647
"Carlton Gardens South";"Herbivory";"Plectranthus argentatus";"Plant";"species.strength";0,0855345911949685
